PartitionKey,RowKey,Outcome,MarriageDate,ChildrenData,DivorceData,DivorceDate,MalePersonId,FemalePersonId,Embeddings,KutaScore,MarriageDuration
Love-847e340de6,,Happiness,06/17/2007,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,PascalObispo1965,CelineFigard1976,"[0.0,6.0,8.0,7.0,0.0,0.0,1.0,0.0]",60,0
Love-84c8636871,,Happiness,01/02/1904,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,GiacomoPuccini1858,OlgaSolbelli1898,"[3.0,6.0,8.0,7.0,5.0,0.0,0.0,0.0]",80,0
Love-850ff52d10,,Dissolution,12/17/1994,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""irreconcilable differences"",""dataCredibility"":""high""}}",04/27/2007,RichieSambora1959,HeatherLocklear1961,"[0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0]",20,12.358658453114305
Love-851b99520b,,Dissolution,07/05/2003,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",12/21/2007,ThierryHenry1977,Jean1961,"[3.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0]",45,4.462696783025325
Love-85390a73f4,,Happiness,03/03/1963,"{""children"":{""adoptedCount"":""2"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""""}}",01/01/0001,AlanLaddJr.1937,AlanaLadd1943,"[3.0,6.0,8.0,7.0,0.0,2.0,0.0,0.0]",70,0
Love-853b5524b5,,Happiness,01/29/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":""Scott Newman died of an accidental overdose in 1978"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PaulNewman1925,Jean1941,"[0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0]",40,0
Love-85931b2f6c,,Happiness,07/01/2003,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,ThomasBangalter1975,ÉlodieBouchez1973,"[0.0,6.0,8.0,0.0,5.0,2.0,1.0,0.0]",60,0
Love-85f13652ca,,Dissolution,07/01/1976,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""low""}}",07/01/1982,Jean1796,DonEddy1944,"[3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0]",10,5.9986310746064335
Love-863976ad69,,Dissolution,10/01/1949,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/01/1963,JohnnyCarson1925,MaureenDragone1920,"[0.0,6.0,8.0,7.0,0.0,0.0,1.0,0.0]",60,13.747661419119323
Love-863a8613df,,Dissolution,11/30/1930,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",12/30/1948,RaymondQueneau1903,MichèleAlfa1911,"[3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0]",10,18.083504449007528
Love-865cef934b,,Dissolution,01/01/0001,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,CharlesStarkweather1938,CarilAnnFugate1943,"[0.0,0.0,8.0,7.0,0.0,0.0,1.0,4.0]",55,0
Love-873808aca7,,Dissolution,03/13/1963,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/06/1971,ElliottGould1938,BarbraStreisand1942,"[3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0]",45,8.314852840520192
Love-87b0e1ca7a,,Happiness,01/29/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":""Scott Newman died of an accidental overdose in 1978"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PaulNewman1925,Jean19451,"[3.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0]",50,0
Love-881579b971,,Dissolution,12/28/2002,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",07/30/2008,BenjaminBratt1963,CarolineRomand1985,"[0.0,6.0,8.0,7.0,0.0,2.0,0.0,0.0]",65,5.587953456536619
Love-8855367ebb,,Happiness,07/01/1908,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",01/01/0001,MauriceRavel1875,JeanneFusier1885,"[3.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0]",50,0
Love-886881d330,,Happiness,03/14/1923,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,RudolphValentino1895,Yvonne1901,"[0.0,6.0,8.0,0.0,0.0,0.0,0.0,4.0]",50,0
Love-88d0d8de5d,,Dissolution,10/23/1996,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""divorce by mutual consent"",""dataCredibility"":""high""}}",10/15/2007,NicolasSarkozy1955,CéciliaAttias1957,"[3.0,0.0,8.0,7.0,5.0,0.0,1.0,0.0]",65,10.976043805612594
Love-893a70aeec,,Happiness,10/20/1922,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""1"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,HansArp1886,SophiaTaeuber1889,"[0.0,0.0,8.0,7.0,5.0,0.0,0.0,0.0]",55,0
Love-89531c27c0,,Happiness,01/01/1997,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",01/01/0001,AlPacino1940,RosannaFratello1951,"[3.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0]",50,0
Love-8971e4d2ed,,Dissolution,07/01/1942,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",07/01/1953,FernandGravey1905,SuzyDelair1917,"[3.0,6.0,8.0,0.0,5.0,2.0,0.0,0.0]",65,11.000684462696784
Love-8a6bf8c04a,,Dissolution,07/01/1953,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",07/01/1955,MauriceGarrel1923,DominiqueDelouche1931,"[3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0]",45,1.998631074606434
Love-8a8429eb02,,Happiness,04/15/1953,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,LouisdeFunès1914,ClaudeGensac1927,"[0.0,0.0,0.0,7.0,5.0,2.0,1.0,0.0]",40,0
Love-8a9eb18805,,Happiness,11/27/1964,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,MarioDelMonaco1915,RaffaelaDeCarolis1942,"[3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0]",45,0
Love-8afbe930d1,,Happiness,06/15/2015,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""low""}}",01/01/0001,Pierre1801,Jean19901,"[3.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0]",50,0
Love-8bacd7a223,,Happiness,11/01/1813,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,FranzSchubert1797,SophieBernhardi1775,"[3.0,0.0,8.0,0.0,0.0,2.0,1.0,4.0]",50,0
Love-8bd5c295fd,,Dissolution,05/07/1953,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""6"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""impotency"",""dataCredibility"":""low""}}",08/28/1967,QuincyJones1933,JaneMarvelCooper1924,"[3.0,0.0,8.0,7.0,5.0,0.0,1.0,0.0]",65,14.30800821355236
Love-8c17b6b3cd,,Happiness,08/15/1962,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PhilippeNoiret1930,Siné1928,"[3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",10,0
Love-8d9c30f9f0,,Dissolution,07/01/1961,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",07/01/1964,BernardoBertolucci1941,AdrianaAsti1933,"[0.0,0.0,8.0,0.0,5.0,0.0,1.0,0.0]",40,3.0006844626967832
Love-8eb1074454,,Dissolution,02/02/1964,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""low""}}",08/03/1969,TonyCurtis1925,IreneDietrich1959,"[0.0,0.0,8.0,0.0,5.0,0.0,1.0,0.0]",40,5.500342231348392
Love-8f0b23d12a,,Happiness,10/20/1933,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,JoelMcCrea1905,FrancesDee1907,"[3.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0]",65,0
Love-8f113f492b,,Dissolution,07/01/1965,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/01/1970,MichaelCrichton1942,NancyPoydar1942,"[3.0,0.0,8.0,7.0,5.0,2.0,0.0,0.0]",70,4.999315537303217
Love-8f50f38f08,,Happiness,06/15/2010,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""low""}}",01/01/0001,PierreDupont1821,MarieMarchand1985,"[3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0]",20,0
Love-90ae763b0e,,Struggle,07/01/1950,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",07/01/1954,PierPaoloPasolini1922,BiceCairati1938,"[0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0]",15,4
Love-917fab31d1,,Struggle,01/01/0001,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""4"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,FrançoisHollande1954,ValérieTrierweiler1965,"[0.0,0.0,8.0,0.0,5.0,0.0,1.0,0.0]",40,0
Love-9300e71c7b,,Dissolution,04/29/1988,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""irreconcilable differences"",""dataCredibility"":""high""}}",07/01/1994,BurtReynolds1936,LoniAnderson1945,"[3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0]",15,6.172028291124801
Love-931333208d,,Dissolution,03/12/1964,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""4"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",07/26/1967,WarrenBeatty1937,WinifredAnnTaylor1947,"[0.0,6.0,8.0,7.0,0.0,0.0,1.0,0.0]",60,3.370294318959617
Love-93770e212f,,Happiness,07/12/1950,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,PierreTrabaud1922,Capucine1928,"[3.0,0.0,8.0,7.0,5.0,0.0,0.0,0.0]",65,0
Love-949587df7a,,Happiness,05/29/1925,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""2"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,OttoFrank1865,HannaNagel1907,"[0.0,0.0,8.0,7.0,0.0,0.0,1.0,4.0]",55,0
Love-94a389ba36,,Dissolution,07/12/1969,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",02/01/1980,SergeGainsbourg1928,Jean1948,"[3.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0]",45,10.557152635181383
Love-94ab9fcaf5,,Happiness,09/27/2014,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,GeorgeClooney1961,CharlotteConsorti1978,"[0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0]",40,0
Love-94e0367820,,Dissolution,06/30/1931,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",06/30/1935,PierreFresnay1897,GinetteLeclerc1912,"[0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0]",40,4
Love-95c2217be1,,Dissolution,01/01/0001,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""4"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""irreconcilable differences"",""dataCredibility"":""high""}}",10/06/2012,AlGore1948,RochelleGordon1941,"[3.0,0.0,8.0,0.0,5.0,2.0,0.0,0.0]",50,2011.7198266027833
Love-96366060df,,Happiness,01/01/0001,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""4"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,FrançoisHollande1954,JulieGayet1972,"[3.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0]",30,0
Love-9638a1bae0,,Dissolution,11/22/2003,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""irreconcilable differences"",""dataCredibility"":""high""}}",02/20/2007,DaveNavarro1967,CarmenElectra1972,"[3.0,0.0,8.0,7.0,0.0,2.0,0.0,0.0]",55,3.247091033538672
Love-966a53adf4,,Dissolution,11/23/1952,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""4"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/01/1968,VittorioGassman1922,FrancaGandolfi1932,"[0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0]",25,15.603924252794888
Love-966eb45a08,,Dissolution,09/04/1968,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",07/01/1974,PhilSpector1939,BarbaraLynn1942,"[3.0,6.0,8.0,0.0,5.0,0.0,1.0,0.0]",65,5.821583390371892
Love-96a71e37e4,,Struggle,07/01/1937,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",07/01/1963,JeanCocteau1889,JeanMarais1913,"[0.0,0.0,8.0,0.0,5.0,0.0,1.0,4.0]",50,25.998631074606433
Love-96ba67b70f,,Happiness,06/27/1992,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""1"",""childrenHealth"":""one son, Matteo, has a disability"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,AndreaBocelli1958,GiorgiaPadoan1967,"[0.0,0.0,8.0,7.0,0.0,2.0,0.0,0.0]",45,0
Love-9787759074,,Dissolution,07/12/1972,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""""}}",07/01/1984,ThierryRoussel1953,Jean19512,"[3.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0]",55,11.97079625827059
Love-97b47ac11b,,Dissolution,07/05/2003,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",12/21/2007,ThierryHenry1977,Jean1962,"[0.0,0.0,8.0,7.0,5.0,2.0,0.0,0.0]",60,4.462696783025325
Love-97c42e0456,,Happiness,06/15/1985,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""low""}}",01/01/0001,Pierre1801,Marie1963,"[0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0]",25,0
Love-99118cae8c,,Happiness,02/15/1931,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PierreFresnay1897,IrèneAïtoff1904,"[0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0]",20,0
Love-99ffd31885,,Happiness,06/30/1981,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,JacquesDutronc1943,FrançoiseHardy1944,"[0.0,6.0,0.0,0.0,5.0,0.0,1.0,0.0]",35,0
Love-9ae015ea1a,,Dissolution,09/14/1974,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""divorce"",""dataCredibility"":""high""}}",07/01/1990,QuincyJones1933,PeggyLipton1946,"[0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0]",25,15.795573807894135
Love-9ae56b8473,,Dissolution,07/05/2003,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",12/21/2007,ThierryHenry1977,Jean19661,"[0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0]",20,4.462696783025325
Love-9b23aab646,,Dissolution,07/01/1967,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",07/01/1974,PhilippeBouvard1929,NoëllaPontois1943,"[0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0]",40,7.000684462696783
Love-9b34d282df,,Dissolution,09/19/1945,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",12/05/1950,JohnAgar1921,ShirleyTemple1928,"[3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0]",35,5.210130047912389
Love-9ba08ad714,,Happiness,05/12/1925,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,DariusMilhaud1892,GermaineBeaumont1890,"[3.0,6.0,8.0,7.0,5.0,0.0,0.0,0.0]",80,0
Love-9baeb5ecf0,,Happiness,06/15/1910,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,FerdinandSauerbruch1875,MillySteger1881,"[3.0,6.0,8.0,0.0,5.0,0.0,1.0,4.0]",75,0
Love-9bca68dd26,,Dissolution,07/01/1982,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/01/2009,SamShepard1943,JessicaLange1949,"[0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0]",25,27.000684462696782
Love-9d12c6b462,,Dissolution,07/05/2003,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",12/21/2007,ThierryHenry1977,Jean1971,"[3.0,0.0,8.0,7.0,0.0,0.0,0.0,4.0]",60,4.462696783025325
Love-9d498e5b2f,,Dissolution,07/01/1923,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",07/01/1931,AndréBreton1896,ColetteAudry1906,"[0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0]",30,8
Love-9d50ab65f9,,Happiness,06/18/2008,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PhilippeKaterine1968,JulieDepardieu1973,"[0.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0]",45,0
Love-9d7a5d0b70,,Happiness,01/29/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":""Scott Newman died of an accidental overdose in 1978"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PaulNewman1925,Jean19402,"[0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0]",40,0
Love-9e077624ab,,Dissolution,07/01/1990,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""5"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",07/01/1994,RobertoMancini1964,PatriziaCarrano1946,"[0.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0]",45,4
Love-9ef01b7f22,,Happiness,04/27/1973,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""4"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,FabioTesti1941,AlbaRigazzi1947,"[0.0,6.0,8.0,7.0,0.0,0.0,1.0,0.0]",60,0
Love-9fc44d062d,,Dissolution,02/02/1933,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",01/26/1939,JeanGabin1904,LucieRivel1910,"[3.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0]",35,5.979466119096509
Love-a08617f96d,,Dissolution,04/30/1982,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",06/30/1987,DanRather1931,PaulaMoore1950,"[3.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0]",50,5.166324435318275
